"Item Name";"Region";"Lore";"DescriptionLore";"ImageURL"
"Black Hole Gauntlet";"Targon";"Forged in the heart of a dying star, the Black Hole Gauntlet is rumored to be connected to the Aspect of the Void.";"This gauntlet pulses with an unnatural darkness. While wearing the Black Hole Gauntlet, you gain a +2 bonus to AC. As an action, you can activate the gauntlet to create a miniature black hole at a point within 30 feet that you can see. Each creature within 10 feet of the point must make a DC 17 Strength saving throw. On a failed save, a creature takes 4d10 force damage and is pulled 5 feet toward the center. On a successful save, the creature takes half as much damage and isn't pulled. The black hole collapses after one round. Once this property is used, it cannot be used again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Black_Hole_Gauntlet_item.png"
"Darksteel Talons";"Noxus";"Forged in the darkest Noxian forges, whispered to be infused with souls of conquered foes. Linked to the Black Rose.";"These razor-sharp talons are crafted from darksteel and imbued with a fragment of trapped souls. While worn, your unarmed strikes deal 1d8 slashing damage. As a bonus action, you can expend 1 soul to deal an additional 2d6 necrotic damage and gain advantage on your next attack roll. These talons can hold a maximum of 5 souls. When you reduce a humanoid to 0 hit points, you can use your reaction to trap its soul within the talons, granting the talons 1 soul. Souls fade from the talons at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Darksteel_Talons_item.png"
"Detonation Orb";"Noxus";"Crafted by Noxian artificers, the Detonation Orb is rumored to utilize forbidden hemomancy for explosive power, favored by demolition squads.";"This orb pulses with crimson energy. As an action, you can hurl the Detonation Orb up to 60 feet. Upon impact, the orb explodes in a 20-foot radius sphere. Each creature in that area must make a DC 18 Dexterity saving throw, taking 8d6 fire damage and 8d6 force damage on a failed save, or half as much damage on a successful one. A creature in the area of effect that is reduced to 0 hit points by this damage is disintegrated. Once used, the orb turns to ash.";"https://wiki.leagueoflegends.com/en-us/images/Detonation_Orb_item.png"
"Duskblade of Draktharr";"Noxus";"Favored by Noxian assassins and spies. Grants the wielder the element of surprise, negating an enemy's awareness.";"This blade hums with shadows. Once per long rest, when you hit a creature with this weapon, you can force them to make a DC 17 Wisdom saving throw. On a failure, the creature is Blinded and Deafened until the end of your next turn, and you gain advantage on attack rolls against that creature until the end of your next turn. Additionally, the first time you hit a creature with this weapon after emerging from being hidden or invisible, the attack deals an extra 4d6 necrotic damage.";"https://wiki.leagueoflegends.com/en-us/images/Duskblade_of_Draktharr_item.png"
"Flesheater";"Noxus";"Likely created by hemomancers in Noxus, Flesheater could be associated with the Black Rose or a warlord seeking power through blood magic.";"This weapon thirsts for blood. When you hit a creature with this weapon, you can choose to deal an extra 2d6 necrotic damage. If you do, you regain hit points equal to half the necrotic damage dealt. Additionally, if you reduce a creature to 0 hit points with this weapon, you gain temporary hit points equal to your level. These temporary hit points last for 1 hour.";"https://wiki.leagueoflegends.com/en-us/images/Flesheater_item.png"
"Gambler's Blade";"Bilgewater";"Favored by fortune tellers and swindlers alike. The blade is rumored to have been first owned by a card shark known as 'The River King'.";"This +2 shortsword, once owned by the infamous card shark 'The River King', hums with chaotic energy. Once per long rest, when you make an attack roll with this weapon, you can choose to gamble. Roll a d20. On a 1-10, the attack automatically misses and you take 1d6 psychic damage. On an 11-20, the attack automatically hits and deals an extra 4d6 force damage.";"https://wiki.leagueoflegends.com/en-us/images/Gambler%27s_Blade_item.png"
"Kinkou Jitte";"Ionia";"Associated with the Kinkou Order, this jitte might have been wielded to maintain balance and discipline.";"This +1 jitte grants advantage on saving throws against being charmed or frightened. As a reaction when you or an ally within 30 feet is hit by an attack, you can redirect the chi flowing through the jitte, imposing disadvantage on the attack roll. You can use this reaction a number of times equal to your Wisdom modifier (minimum of 1), and you regain all expended uses when you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Kinkou_Jitte_item.png"
"Night Harvester";"Shadow Isles";"Crafted in the Shadow Isles, it drains the life force of enemies, possibly linked to the Black Mist's power.";"This +2 scythe deals an additional 2d6 necrotic damage on a hit. Whenever you reduce a creature to 0 hit points with this weapon, you gain temporary hit points equal to your level. Additionally, once per day, you can cast the 'Enervation' spell (save DC 15) without expending a spell slot or material components.";"https://wiki.leagueoflegends.com/en-us/images/Night_Harvester_item.png"
"Reaper's Toll";"Shadow Isles";"A tool used by the Harrowing's reapers, it enhances their ability to collect souls. Connected to the Black Mist and spectral entities.";"While holding this reaper's scythe, you gain a +2 bonus to attack and damage rolls made with it. In addition, when you reduce a creature to 0 hit points with this weapon, you can choose to trap its soul. The creature's soul is transferred to the scythe, and you can use a bonus action to release the soul, causing the scythe to deal an extra 6d6 necrotic damage on its next successful hit within 1 minute. The scythe can hold up to 3 souls at a time. When the scythe contains 3 souls, you can cast the 'Soul Cage' spell (no components required) as an action, consuming the souls in the scythe.";"https://wiki.leagueoflegends.com/en-us/images/Reaper%27s_Toll_item.png"
"Sword of the Divine";"Targon";"Forged on the slopes of Mount Targon, rumored to briefly grant the wielder the aspect of the divine.";"This longsword hums with celestial energy. You gain a +3 bonus to attack and damage rolls made with this weapon. Once per day, as a bonus action, you can invoke the divine aspect within the sword for 1 minute. While the aspect is invoked, you gain the following benefits: Your weapon attacks score a critical hit on a roll of 19 or 20. Once per turn when you hit a creature with an attack using this sword, you can deal an extra 3d8 radiant damage to the target. At the end of the minute, you must succeed on a DC 15 Constitution saving throw or suffer one level of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Sword_of_the_Divine_item.png"
"Legendary Marksman Item";"Ionia";"Favored by temple archers, these items echo the teachings of precision and inner balance, principles deeply rooted in Ionian martial arts.";"This exquisitely crafted longbow is always perfectly balanced in your hands. You gain a +2 bonus to attack and damage rolls made with this weapon. In addition, you gain the following benefits while wielding this bow: Your ranged weapon attacks ignore half and three-quarters cover. Once per turn, when you hit a creature with this bow, you can reroll one of the damage dice, choosing which result to use. As a bonus action, you can enter a state of heightened focus for 1 minute. While focused, your critical hit range with this bow is increased by 1 (to a maximum of 17-20).";"https://wiki.leagueoflegends.com/en-us/images/Legendary_Marksman_Item_item.png"
"Guardian's Amulet";"Targon";"Forged on the slopes of Mount Targon, rumored to offer protection against celestial wrath and the dangers of the ascent.";"While wearing this amulet, you gain advantage on saving throws against spells and effects that deal radiant damage or originate from celestial beings. Additionally, once per day, when you would be reduced to 0 hit points by radiant damage, you are instead reduced to 1 hit point.";"https://wiki.leagueoflegends.com/en-us/images/Guardian%27s_Amulet_item.png"
"Hextech Gunblade";"Noxus";"A hybrid weapon favored by those who blend magic and might, like Viktor. Potentially once belonging to a Hemomancer for blood magic.";"This magical weapon grants a +2 bonus to attack and damage rolls made with it. When you hit a creature with this weapon, you can expend a spell slot to deal an additional 1d8 force damage per level of the spell slot. In addition, you regain a number of hit points equal to half the force damage dealt. If you expend a spell slot of 5th level or higher, the target must also succeed on a DC 15 Constitution saving throw or become stunned until the end of your next turn.";"https://wiki.leagueoflegends.com/en-us/images/Hextech_Gunblade_item.png"
"Wordless Promise";"Targon";"Forged by a forgotten aspect of Targon, the Wordless Promise binds two champions, sharing their burdens and bolstering their resolve.";"While attuned to this amulet, when a creature you can see within 30 feet of you takes damage, you can use your reaction to transfer half of that damage to yourself. You can't reduce this transferred damage in any way. Additionally, when you are reduced to half your hit point maximum or lower, you and one willing creature within 30 feet of you both gain temporary hit points equal to your level in this class. You can't use this feature again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Wordless_Promise_item.png"
"Alacrity";"Ionia";"Favored by Ionian duelists seeking swiftness in combat. The enchanted boots whisper forgotten techniques, enhancing reflexes and agility.";"While wearing these boots, your walking speed increases by 15 feet, and you have advantage on Dexterity saving throws against effects that you can see, such as traps and spells. In addition, as a bonus action, you can spend 1 Hit Die to gain advantage on your next attack roll or Dexterity check before the end of your turn.";"https://wiki.leagueoflegends.com/en-us/images/Alacrity_item.png"
"Arcane Sweeper";"Noxus";"Favored by Noxian scouts, the device is rumored to have been reverse-engineered from ancient Shuriman surveillance technology.";"This handheld device has 3 charges. As an action, you can expend 1 charge to cast Detect Magic in a 60-foot cone. Additionally, you can use a bonus action to expend 1 charge and make a DC 15 Intelligence (Investigation) check to pinpoint the exact location of the nearest magical trap or illusion within 30 feet. The sweeper regains 1d3 expended charges daily at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Arcane_Sweeper_item.png"
"Atma's Impaler";"Demacia";"Potentially used by Demacian soldiers. Grants resilience and damage based on fortitude, embodying Demacian ideals.";"You gain a +3 bonus to AC and saving throws against effects that would inflict the frightened or charmed condition. Additionally, you gain a bonus to damage rolls equal to your Constitution modifier (minimum of +1).";"https://wiki.leagueoflegends.com/en-us/images/Atma%27s_Impaler_item.png"
"Avarice Blade";"Freljord";"Likely tied to a Freljordian tribe known for raiding. The blade may have been used to plunder from rival tribes or outsiders.";"This magical blade grants you advantage on attack rolls against creatures that are carrying gold or other valuable items. In addition, when you reduce a creature to 0 hit points with this weapon, you may choose to immediately search their person for any gold or other valuables; if you do, you regain 1d6 hit points.";"https://wiki.leagueoflegends.com/en-us/images/Avarice_Blade_item.png"
"Black Mist Scythe";"Shadow Isles";"Associated with the Black Mist emanating from the Shadow Isles, potentially used by those who seek to manipulate its power.";"This scythe deals an extra 2d6 necrotic damage to any target it hits. Whenever you reduce a creature to 0 hit points with this weapon, a wisp of black mist erupts from their body and swirls around you. For the next minute, you have advantage on Charisma (Intimidation) checks.";"https://wiki.leagueoflegends.com/en-us/images/Black_Mist_Scythe_item.png"
"Blue Pill";"Demacia";"Commonly used by mageseekers to quickly return to base after long missions, it is associated with Demacia's infrastructure and control.";"Potion, very rare. When you drink this potion, you teleport to a safe location that you designate when you create the potion. This location must be within the same plane of existence as you and must be familiar to you. The potion has no effect if you are not on the same plane of existence as the designated location. Once designated, the location cannot be changed.";"https://wiki.leagueoflegends.com/en-us/images/Blue_Pill_item.png"
"Brawler's Gloves";"Ionia";"Worn by pit fighters and martial artists across Ionia, these gloves are rumored to be blessed by a forgotten spirit of perseverance.";"Wondrous Item, rare (requires attunement). While wearing these gloves, your unarmed strikes deal 1d8 bludgeoning damage. Additionally, once per day when you are reduced to 0 hit points but not killed outright, you can choose to drop to 1 hit point instead. If you do so, you gain temporary hit points equal to your level. You cannot use this feature again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Brawler%27s_Gloves_item.png"
"Caesura";"Noxus";"Forged in the heart of the Noxian empire, it is rumored to have been wielded by a powerful warlord during the early expansions.";"Weapon (greatsword), legendary (requires attunement). You gain a +3 bonus to attack and damage rolls made with this magic weapon. Noxian Might: When you hit a creature with this weapon, you can choose to deal an extra 3d6 necrotic damage to the target. If you do, you must succeed on a DC 15 Constitution saving throw or gain one level of exhaustion. The necrotic damage cannot be applied to constructs or undead.";"https://wiki.leagueoflegends.com/en-us/images/Caesura_item.png"
"Celestial Eye";"Targon";"Said to be crafted by long-lost seers from Mount Targon, this relic enhances one's ability to perceive hidden truths and foresee future events.";"While wearing this artifact, you gain advantage on Wisdom (Insight) checks and Intelligence (Investigation) checks. Additionally, once per long rest, you can cast the Augury spell without expending a spell slot.";"https://wiki.leagueoflegends.com/en-us/images/Celestial_Eye_item.png"
"Chemtech Putrifier";"Noxus";"Favored by Noxian alchemists, it enhances plague warfare, spreading virulent concoctions among their enemies.";"This noxious vial contains enough material for three uses. As an action, you can hurl the vial up to 30 feet. On impact, the vial bursts, and each creature within a 10-foot radius must succeed on a DC 15 Constitution saving throw or become poisoned for 1 minute. While poisoned in this way, at the start of each of their turns, the poisoned creatures take 2d6 poison damage.";"https://wiki.leagueoflegends.com/en-us/images/Chemtech_Putrifier_item.png"
"Cloak of Stars";"Targon";"Said to be woven from captured starlight by the Solari, granting resilience against the night. Perhaps a relic from the Rune Wars.";"While wearing this cloak, you have resistance to radiant damage and advantage on saving throws against effects that would turn you undead. As a reaction when you are hit by an attack, you can cause the attacker to be blinded until the end of its next turn.";"https://wiki.leagueoflegends.com/en-us/images/Cloak_of_Stars_item.png"
"Crystalline Flask";"Freljord";"Drawn from the purest glacial springs, rumored to possess restorative properties known only to ancient ice witch covens. Used by hardy explorers.";"This flask, hewn from glacial ice, contains a perpetually cool liquid. As an action, you can drink the flask's contents and regain 2d4 hit points. The flask magically refills with water after one minute if it is not inside an enclosed container. The flask can only be used three times, after which the restorative properties of the flask fade and it becomes a mundane, albeit beautiful, object.";"https://wiki.leagueoflegends.com/en-us/images/Crystalline_Flask_item.png"
"Deathfire Grasp";"Shadow Isles";"Associated with forgotten Shadow Isles rituals and potent, but corrupting magic, the Deathfire Grasp was a tool for amplifying dark sorcery.";"Wand, very rare (requires attunement by a spellcaster). This twisted wand crackles with dark energy. You gain a +2 bonus to spell attack rolls while holding this wand. As an action, you can expend 3 charges to unleash a burst of necrotic energy at one creature within 60 feet. The target must make a DC 17 Constitution saving throw, taking 8d6 necrotic damage on a failed save, or half as much damage on a successful one. A creature reduced to 0 hit points by this wand's effect has its soul trapped within the wand. The wand has 7 charges, and it regains 1d4+3 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the wand crumbles into ash, releasing any trapped souls.";"https://wiki.leagueoflegends.com/en-us/images/Deathfire_Grasp_item.png"
"Devourer";"Shadow Isles";"Implies a connection to consuming souls or life force, potentially linked to Mordekaiser or Thresh's artifacts.";"Weapon (any), legendary (requires attunement). This weapon pulses with a ravenous hunger. You gain a +3 bonus to attack and damage rolls made with this weapon. On a hit, the weapon deals an extra 2d6 necrotic damage. When you reduce a creature to 0 hit points with this weapon, you gain temporary hit points equal to the creature's maximum hit points. These temporary hit points last for 1 hour. While attuned to this weapon, you must succeed on a DC 15 Wisdom saving throw at dawn each day or become cursed. While cursed, you are compelled to feed the weapon souls. You have disadvantage on all saving throws made to resist this compulsion. If you go 7 days without feeding the weapon a soul, you take 10d6 necrotic damage as the weapon feeds on your life force.";"https://wiki.leagueoflegends.com/en-us/images/Devourer_item.png"
"Doran's Lost Ring";"Ionia";"Crafted by a forgotten order of Ionian mages, rumored to enhance the user's connection to the spirit realm and the magic within.";"While wearing this ring, you gain a +1 bonus to spell attack rolls and your spell save DC increases by 1. Additionally, you have advantage on Wisdom (Insight) checks made to interact with spirits or creatures from other planes of existence.";"https://wiki.leagueoflegends.com/en-us/images/Doran%27s_Lost_Ring_item.png"
"Edge of Finality";"Ionia";"The Edge of Finality hums with the echoes of spirit realm blades. Perfected by Ionian weapon masters.";"This magical longsword deals an extra 2d8 force damage on a hit. Once per day, when you reduce a creature to 0 hit points with this weapon, you can choose to trap its soul within the blade. While a soul is trapped, you can use a bonus action to unleash it, dealing 6d8 force damage to a target within 30 feet. The soul is then released.";"https://wiki.leagueoflegends.com/en-us/images/Edge_of_Finality_item.png"
"Elixir of Fortitude";"Noxus";"Favored by Noxian gladiators, the elixir is rumored to grant temporary invincibility, emboldening warriors before entering the arena.";"For the next minute after drinking this elixir, you are immune to bludgeoning, piercing, and slashing damage. Additionally, you have advantage on Strength checks and Strength saving throws. After the minute ends, you gain one level of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Elixir_of_Fortitude_item.png"
"Equinox";"Targon";"The Equinox is likely connected to the celestial bodies watched over by the Solari and Lunari of Mount Targon.";"This mysterious artifact pulses with the combined energy of the sun and moon. While holding the Equinox, you gain advantage on saving throws against being blinded or frightened. Additionally, once per dawn or dusk, you can unleash a burst of celestial energy, dealing 3d6 radiant damage to all creatures within a 15-foot radius. The damage is halved for creatures that succeed on a DC 15 Constitution saving throw.";"https://wiki.leagueoflegends.com/en-us/images/Equinox_item.png"
"Eye of Ascension";"Shurima";"Implies a connection to ascended beings of Shurima, suggesting potential for transformation or enhanced power linked to the sun disc.";"This ancient Shuriman relic holds the potential to unlock your inner Ascended. As an action, you can touch the Eye of Ascension and make a DC 18 Constitution saving throw. On a success, you gain the benefits of the 'enlarge' portion of the Enlarge/Reduce spell for 1 hour, and your skin takes on a sun-kissed bronze hue. On a failure, you are stunned until the end of your next turn as the Eye attempts to reshape you. If you attempt this transformation again within 7 days, the DC increases by 2.";"https://wiki.leagueoflegends.com/en-us/images/Eye_of_Ascension_item.png"
"Eye of the Equinox";"Targon";"Associated with the Solari, forging light into a protective ward. Perhaps a relic from a forgotten age on Mount Targon.";"A relic of the Solari, this item radiates a comforting warmth. While holding the Eye of the Equinox, you gain a +2 bonus to AC against ranged attacks that deal radiant damage. As a reaction when you or an ally within 30 feet is hit by such an attack, you can expend 1 charge to grant resistance to radiant damage to the target of the attack until the end of their next turn. The Eye has 3 charges, and regains 1d3 expended charges daily at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Eye_of_the_Equinox_item.png"
"Face of the Mountain";"Targon";"Forged on Targon, this item likely has connections to the Solari or the Rakkor, embodying protection and resilience.";"While holding this shield, you have resistance to bludgeoning, piercing, and slashing damage. As a reaction when a creature within 30 feet of you takes damage, you can grant them temporary hit points equal to your level in that class. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Face_of_the_Mountain_item.png"
"Flicker";"Ionia";"Whispers say the Flicker was crafted by a forgotten order in Ionia, tied to the spirit realm and rapid translocation.";"This amulet allows you to cast the Misty Step spell at will. Additionally, as a bonus action, you can teleport to an unoccupied space you can see within 15 feet. If you do so, the next attack roll made against you before the end of your next turn has disadvantage.";"https://wiki.leagueoflegends.com/en-us/images/Flicker_item.png"
"Frost Queen's Claim";"Freljord";"May be related to Lissandra or another Ice Witch. Grants ghostly apparitions and slows foes.";"This spectral diadem allows you to cast the 'Hold Person' spell once per long rest without expending a spell slot. Furthermore, as an action, you can summon two spectral apparitions that appear in unoccupied spaces within 30 feet of you. These apparitions have a speed of 30 feet and can move through creatures and objects as if they were difficult terrain. As a bonus action on your turn, you can command one apparition to attempt to slow a creature within 5 feet of it. The target must succeed on a DC 15 Wisdom saving throw or have its speed halved until the end of its next turn. The apparitions disappear after 1 minute or if reduced to 0 hit points (they have 1 hit point each).";"https://wiki.leagueoflegends.com/en-us/images/Frost_Queen%27s_Claim_item.png"
"Frozen Fist";"Freljord";"May be associated with Iceborn, wielding frozen power. Perhaps wielded by Lissandra's loyal followers or ancient Frostguard warriors.";"This gauntlet, when worn, grants you resistance to cold damage. As an action, you can unleash a cone of frost extending 15 feet from you. Creatures in the cone must succeed on a DC 15 Constitution saving throw or take 4d6 cold damage and have their speed reduced by half until the end of their next turn. You can use this ability three times, regaining all expended uses after a long rest. While attuned to this item, you can cast the 'Armor of Agathys' spell once per long rest, without expending a spell slot.";"https://wiki.leagueoflegends.com/en-us/images/Frozen_Fist_item.png"
"Glacial Shroud";"Freljord";"Forged in the icy heart of the Freljord, it whispers tales of ancient frost giants and forgotten winters.";"While wearing this shroud, you are immune to the effects of extreme cold and gain advantage on saving throws against spells and effects that deal cold damage. In addition, once per day, as an action, you can summon a blizzard in a 20-foot radius centered on you. The blizzard lasts for 1 minute, heavily obscuring the area and imposing disadvantage on ranged attack rolls and Wisdom (Perception) checks that rely on sight. At the end of each of your turns while the blizzard persists, each creature within the area takes 2d6 cold damage.";"https://wiki.leagueoflegends.com/en-us/images/Glacial_Shroud_item.png"
"Greater Stealth Totem";"Ionia";"Favored by Ionian monks seeking enlightenment through secluded meditation and observation of the spirit realm.";"While holding this totem, you have advantage on Dexterity (Stealth) checks. As an action, you can plant the totem in the ground. For the next hour, any creature within 30 feet of the totem gains the benefits of the Pass Without Trace spell. Once this effect ends, the totem crumbles to dust and is destroyed.";"https://wiki.leagueoflegends.com/en-us/images/Greater_Stealth_Totem_item.png"
"Hailblade";"Freljord";"Forged in the icy heart of the Freljord, rumored to be imbued with the spirits of ancient frost mages, forever seeking worthy warriors.";"You gain a +3 bonus to attack and damage rolls made with this magic longsword. When you hit a creature with this weapon, that creature must succeed on a DC 17 Constitution saving throw or become encased in ice. While encased, the creature is restrained and has vulnerability to fire damage. At the end of each of its turns, the encased creature can repeat the saving throw, freeing itself on a success. On a critical hit, the target is permanently frozen solid.";"https://wiki.leagueoflegends.com/en-us/images/Hailblade_item.png"
"Heart of Gold";"Bilgewater";"Rumored to be recovered from a Sunken Temple of Nagakabouros, favored by fortune hunters and those seeking quick riches in the port cities.";"While you wear this amulet, you have advantage on Wisdom (Insight) checks and Charisma (Persuasion) checks made when interacting with merchants or pirates. Additionally, once per day, you can cast the Locate Object spell. When you cast the spell in this way, you only locate gold coins or items made of gold. While attuned to the heart of gold, once per week, you can choose to have up to 1000 gold pieces magically appear in your hand.";"https://wiki.leagueoflegends.com/en-us/images/Heart_of_Gold_item.png"
"Hex Core mk-2";"Noxus";"Associated with Viktor and the Glorious Evolution, enhancing the user's mechanical capabilities. Commonly seen among Zaun's techmaturge.";"This arcane device hums with untapped potential. As an action, you can attach the Hex Core to a willing construct, or humanoid creature that has mechanical body parts. The target gains a +2 bonus to their AC, and they gain resistance to either lightning or poison damage (their choice). Additionally, they can cast the Shocking Grasp cantrip at will, and can use an action to cast the Lightning Bolt spell (3rd level) once per day. Once per week, the attuned creature can use an action to cast the Animate Objects spell.";"https://wiki.leagueoflegends.com/en-us/images/Hex_Core_mk-2_item.png"
"Hextech Revolver";"Noxus";"Associated with early Noxian artificers, seeking to weaponize magic for the empire's expansion. Could be related to Mordekaiser's research.";"This arcane focus, once wielded by Noxian artificers, hums with latent magical energy. As an action, you can expend 1 charge to cast the Shocking Grasp cantrip (save DC 13) or expend 3 charges to cast Magic Missile as a 1st level spell. The revolver has 7 charges and regains 1d4+3 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the revolver shatters into inert fragments.";"https://wiki.leagueoflegends.com/en-us/images/Hextech_Revolver_item.png"
"Hunter's Potion";"Freljord";"Likely used by foragers and hunters of the Freljord seeking to survive the harsh wilderness and monster encounters.";"When you drink this potion, you regain 2d4+2 hit points. For the next hour, you have advantage on Wisdom (Survival) checks made to track creatures, and on attack rolls against beasts and monstrosities whose challenge rating is equal to or less than your level. The effects end early if you take damage from a creature that is not a beast or monstrosity.";"https://wiki.leagueoflegends.com/en-us/images/Hunter%27s_Potion_item.png"
"Ichor of Rage";"Noxus";"A draught favored by the Reckoners, rumored to be distilled from the blood of fallen gladiators. Enhances aggression and power.";"When you drink this viscous, crimson fluid, you gain the following benefits for 1 minute: You have advantage on Strength checks and Strength saving throws. When you make a melee weapon attack using Strength, you gain a +3 bonus to the damage roll (included in the attack). At the end of each of your turns, you take 3 (1d6) necrotic damage that cannot be reduced in any way. Afterwards, you gain one level of exhaustion.";"https://wiki.leagueoflegends.com/en-us/images/Ichor_of_Rage_item.png"
"Ionic Spark";"Ionia";"Forged by a forgotten Ionian sect, the Ionic Spark was used to defend against shadow magic. Now, only echoes of its power remain.";"While holding this weapon, you can use a bonus action to activate the Spark, causing it to emit a crackling aura of energy for 1 minute. While the aura is active, any creature that starts its turn within 5 feet of you takes 1d6 lightning damage. The Spark can be used three times, and regains all expended uses at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Ionic_Spark_item.png"
"Kage's Lucky Pick";"Bilgewater";"Favored by fortune tellers and gamblers across Bilgewater, believing it brought them luck in their ventures.";"While you possess this item, you have advantage on ability checks and saving throws made to resist being charmed or frightened. Additionally, once per day, when you make an attack roll, ability check, or saving throw, you can choose to treat the roll as a 20.";"https://wiki.leagueoflegends.com/en-us/images/Kage%27s_Lucky_Pick_item.png"
"Kitae's Bloodrazor";"Ionia";"Forged in Ionia, rumored to enhance the life-stealing abilities of those who wield it, possibly tied to ancient Hemomancy practices.";"This magical weapon deals an extra 1d6 necrotic damage on a hit. When you hit a creature with this weapon, you regain hit points equal to the necrotic damage dealt. Once per long rest, as a reaction when you are reduced to 0 hit points but not killed outright, you can choose to drop to 1 hit point instead. If you do so, the next attack you make with this weapon before the end of your next turn has advantage and deals an extra 3d6 necrotic damage.";"https://wiki.leagueoflegends.com/en-us/images/Kitae%27s_Bloodrazor_item.png"
"Leeching Leer";"Noxus";"Whispers claim it was forged in the Immortal Bastion, fueled by hemomancy. Its previous owners met gruesome ends, their life essence drained.";"This terrifying artifact pulses with dark energy. While holding the Leeching Leer, you can use a bonus action to target one creature within 30 feet that you can see. The target must succeed on a DC 18 Constitution saving throw or take 5d6 necrotic damage, and you regain hit points equal to half the necrotic damage dealt. On a successful save, the target takes half as much damage and you regain no hit points. Once you use this ability, you cannot use it again until the start of your next turn. In addition, any creature that touches the Leeching Leer takes 2d6 necrotic damage. A creature reduced to 0 hit points by the Leeching Leer has its life essence completely drained away and cannot be revived by any means short of a wish spell.";"https://wiki.leagueoflegends.com/en-us/images/Leeching_Leer_item.png"
"Legendary Marksman Item";"Demacia";"Favored by Demacian rangers, this item enhances precision. Used by elite trackers.";"This exquisitely crafted longbow is a masterwork of Demacian craftsmanship. You gain a +3 bonus to attack and damage rolls made with this magic weapon. In addition, once per turn when you hit a creature with this bow, you can choose to deal an extra 2d6 radiant damage to the target and the next attack roll against the target before the end of your next turn has advantage.";"https://wiki.leagueoflegends.com/en-us/images/Legendary_Marksman_Item_item.png"
"Leviathan";"Bilgewater";"Favored by captains and sea monsters alike, the Leviathan was a sign of dominance on the high seas, often adorned with trophies.";"This colossal greatsword radiates the power of the deep sea. You gain a +3 bonus to attack and damage rolls made with this magic weapon. When you hit a creature with this weapon, you can expend a charge to unleash a wave of seawater dealing an additional 4d8 cold damage and pushing the target 10 feet away. This weapon has 3 charges and regains all expended charges daily at dawn. While wielding this weapon, you have advantage on saving throws against being charmed or frightened, and you can breathe underwater.";"https://wiki.leagueoflegends.com/en-us/images/Leviathan_%28old%29_item.png"
"Lifewell Pendant";"Targon";"Said to be blessed by the celestial entities of Targon, offering protection against the harshest conditions.";"While wearing this pendant, you have advantage on saving throws against exhaustion and resistance to cold and fire damage. Additionally, as a bonus action, you can touch the pendant to regain hit points equal to 1d8 + your Constitution modifier. Once you use this bonus action, you can't use it again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Lifewell_Pendant_item.png"
"Lord Dominik's Regards";"Demacia";"Crafted by the legendary smith, Dominik, it is said to be blessed by the sun, allowing the wielder to pierce even the mightiest armor.";"This legendary weapon grants a +3 bonus to attack and damage rolls. When you hit a creature with this weapon, and that creature's AC is 18 or higher, the weapon deals an extra 2d6 radiant damage. If the target is wearing heavy armor, the extra damage increases to 3d6 radiant damage. Once per long rest, you can use a bonus action to call forth the sun's blessing, granting you advantage on attack rolls against armored opponents for 1 minute.";"https://wiki.leagueoflegends.com/en-us/images/Lord_Dominik%27s_Regards_item.png"
"Luden's Echo";"Ionia";"Resonates with the ancient magic of Ionia, amplifying the wearer's spells, reminiscent of a powerful echo mage.";"This arcane focus grants a +2 bonus to spell attack rolls and spell save DC. When you cast a spell of 1st level or higher that deals damage, roll a d6. On a roll of 5 or 6, the spell's damage is echoed, dealing an extra 2d6 force damage to one additional target within 30 feet of the original target. The extra target is chosen by you. This additional damage can only occur once per casting of a spell.";"https://wiki.leagueoflegends.com/en-us/images/Luden%27s_Echo_%283286%29_item.png"
"Madred's Bloodrazor";"Noxus";"Associated with a Noxian artificer who sought to weaponize hemomancy. The item was lost after an experiment went awry.";"This weapon pulses with dark energy. Once per long rest, when you hit a creature with this weapon, you can choose to deal an extra 6d6 necrotic damage. If the creature has blood, it must succeed on a DC 15 Constitution saving throw or its maximum hit points are reduced by an amount equal to the necrotic damage taken. This reduction lasts until the creature finishes a long rest. A creature is immune if it doesn't have blood or is undead.";"https://wiki.leagueoflegends.com/en-us/images/Madred%27s_Bloodrazor_item.png"
