Item Name;Region;Lore;DescriptionGame;DescriptionLore2;ImageURL;DescriptionLore;;;;;
Malady;shadow isles;Whispers say it was crafted in the Shadow Isles, fueled by tormented spirits, twisting minds and bodies alike. It is associated with corruption.;Dealing magic damage applies magic resist shred, reducing enemy defenses over time.;Curse: On a hit, victim saves vs. Wisdom or suffers -1 to AC vs. magic and -1 to saves vs. spells for 1d4 rounds. Cumulative.;https://wiki.leagueoflegends.com/en-us/images/Malady_item.png;This cursed item radiates an aura of unease. When a creature attunes to Malady, they must succeed on a DC 17 Wisdom saving throw or become afflicted with a madness. While attuned, the user has advantage on Charisma (Intimidation) checks, but disadvantage on Charisma (Persuasion) checks. Additionally, once per day, the wielder can cast the spell 'Inflict Wounds' as a 5th-level spell, requiring no material components.;;;;;
Mandrake Ward;shadow isles;Likely originating from the Shadow Isles, the Mandrake Ward could be associated with necromantic magic or entities manipulating perception and fear.;Reveals a target area, warning of approaching enemies, but disappears after use or after a duration.;Upon planting, the ward emits a psychic shriek audible only to creatures of ill intent within 30ft, imposing disadvantage on surprise attacks for creatures entering the area, fades after 1d4 turns.;https://wiki.leagueoflegends.com/en-us/images/Mandrake_Ward_item.png;This gnarled wooden ward pulses with necromantic energy. As an action, you can plant the Mandrake Ward in the ground. For the next hour, all creatures within a 30-foot radius must succeed on a DC 14 Wisdom saving throw or be frightened of you. A creature that succeeds on the saving throw is immune to this effect for 24 hours. The ward crumbles to dust after an hour or after being successfully dispelled.;;;;;
Maw of Malmortius;noxus;Whispers speak of a pact made with dark entities, granting strength but risking demonic influence, potentially linked to Mordekaiser's dominion.;Grants bonus AD, magic resist, and a shield when taking magic damage that would reduce the champion below a certain health threshold.;The bearer gains +3 to hit and damage rolls, and resists spells, but risks possession by a demon (save vs. magic or lose control!) upon taking lethal magic damage. Shield 1d6 damage.;https://wiki.leagueoflegends.com/en-us/images/Maw_of_Malmortius_item.png;While attuned to this weapon, you gain advantage on saving throws against being charmed or frightened. Additionally, when you are reduced to 0 hit points but not killed outright, you can choose to drop to 1 hit point instead. If you do so, you gain temporary hit points equal to your level in the class that granted you the most recent level. These temporary hit points last for 1 minute. Once this effect is triggered, it cannot be used again until you complete a long rest. However, after each long rest, roll a d20. On a result of 1, you must succeed on a DC 15 Charisma saving throw or gain one level of exhaustion.;;;;;
Mercurial Scimitar;bilgewater;Favored by captains navigating treacherous seas, it offers protection against curses and shadowy entities, common in the waters around Bilgewater.;Grants attack damage, magic resist, and a cleanse effect to remove crowd control.;Grants +2 to saves versus spells and paralysis. Once per day, may automatically break free from magical restraints or enchantments, as if by a Wish spell.;https://wiki.leagueoflegends.com/en-us/images/Mercurial_Scimitar_item.png;This +2 scimitar has 3 charges. As an action, you can expend 1 charge to cast the Dispel Magic spell (DC 15). In addition, while you wield this scimitar, you have advantage on saving throws against curses and effects that would turn you into an undead creature. The scimitar regains 1d3 expended charges daily at dawn.;;;;;
Mirage Blade;ionia;Forged by Ionian spiritwalkers, its illusions confuse foes, reminiscent of the trickster spirits of the forests, reflecting Ionian adaptability and misdirection.;On dealing damage, grants bonus move speed and creates a temporary, untargetable illusion near you.;"Grants fleeting passage (2 in 6 chance) through enemy lines after striking; a duplicate appears at the point of attack, attracting a single blow before vanishing. Roll 1d6; on a roll of 1 or 2, the player is briefly incorporeal.";https://wiki.leagueoflegends.com/en-us/images/Mirage_Blade_item.png;This +1 shortsword has 3 charges. As a bonus action, you can expend 1 charge to cast the Mirror Image spell. While wielding this blade, you have advantage on Dexterity (Stealth) checks made to hide in lightly obscured areas. The shortsword regains 1d3 expended charges daily at dawn.;;;;;
Moonstone Renewer;targon;Said to be blessed by the celestial light of Targon, channeling the moon's restorative energies to aid allies in need.;Heals nearby allies when in combat, with the healing increasing over time.;Grants the wearer the ability to mend grievous wounds of those nearby. Each round, the mending becomes more potent. Chance for mended wounds to leave shimmering scars.;https://wiki.leagueoflegends.com/en-us/images/Moonstone_Renewer_item.png;While holding this Moonstone Renewer, you can use a bonus action to touch a creature within 30 feet. That creature regains hit points equal to 3d6 + your spellcasting ability modifier. Once you use this ability, you can't use it again until the next dawn. Additionally, whenever you cast a spell of 1st level or higher that restores hit points to a creature, you can choose a different creature within 30 feet of the target. The chosen creature regains hit points equal to 1d6.;;;;;
Murksphere;shadow isles;Whispers say Murksphere was used by a forgotten order in the Shadow Isles to contain malevolent spirits.;Deals magic damage and briefly grants movement speed when damaging an enemy champion.;Once per day, cast *Spirit Leech*. The target must SAVE vs. Magic or take 1d6 damage and you gain +1 to SPEED for 1 turn.;https://wiki.leagueoflegends.com/en-us/images/Murksphere_item.png;This orb pulses with an unnatural darkness. As an action, you can hurl the Murksphere at a point within 60 feet. Each creature within 20 feet of that point must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. On a failed save, a creature also takes 3d6 psychic damage. Once this property is used, the Murksphere becomes nonmagical for 24 hours.;;;;;
Night Harvester;shadow isles;Said to be forged in the heart of the Shadow Isles, it pulses with the essence of tormented spirits, granting power at a terrible price.;Grants bonus damage and movement speed on champion hit, with a cooldown and stacking mechanic.;Creature gains +1 to hit and damage. Upon striking a foe, creature must SAVE vs WIL or be compelled to move towards their target, even if unwise.;https://wiki.leagueoflegends.com/en-us/images/Night_Harvester_item.png;This dark blade hungers for life force. When you hit a creature with an attack using this weapon, the creature takes an extra 2d6 necrotic damage. If the creature is reduced to 0 hit points by this attack, you gain temporary hit points equal to the necrotic damage dealt. Additionally, once per long rest, when you are reduced to half your hit point maximum or lower, you can regain hit points equal to 4d8 + your Constitution modifier. After using this feature, you gain one level of exhaustion.;;;;;
Noonquiver;freljord;Favored by frost archers of the Freljord, Noonquiver aids in hunting massive beasts across the frozen tundra.;Grants increased attack damage and attack speed. Passively deals bonus damage to minions and monsters.;On a hit, deal +1d6 damage vs large or huge foes. Shots fired in dim light gain advantage. Spend 1 round to recover 1d4 arrows.;https://wiki.leagueoflegends.com/en-us/images/Noonquiver_item.png;While wearing this quiver, you gain a +2 bonus to attack and damage rolls made with ranged weapons that use ammunition drawn from it. In addition, as a bonus action, you can imbue up to three arrows drawn from the quiver with frost. When an arrow imbued this way hits a creature, that creature must succeed on a DC 15 Constitution saving throw or have its speed reduced by 20 feet until the end of its next turn. On a failed save, the creature also suffers disadvantage on attack rolls until the end of its next turn if it attempts to move before then.;;;;;
Opportunity;noxus;Favored by Noxian assassins, it allows for swift strikes and ruthless efficiency in eliminating high-value targets.;Grants bonus movement speed after damaging an enemy champion. Subsequent damage deals increased damage.;The user gains +2 to initiative. First successful attack deals +1d6 damage. Afterwards, the user must SAVE vs. WIS (DC 13) or be stunned 1 round by bloodlust.;https://wiki.leagueoflegends.com/en-us/images/Opportunity_item.png;This dagger grants a +3 bonus to attack and damage rolls. Additionally, once per turn, if you have advantage on an attack roll against a creature, you can choose to deal an extra 14 (4d6) necrotic damage to the target. If you do so, you gain advantage on Stealth checks until the end of your next turn as dark shadows obscure your movements.;;;;;
Oracle's Lens;targon;Favored by those who seek hidden truths on Mount Targon. Used by the guides that explore the mountain's treacherous paths.;Temporarily reveals and disables nearby enemy wards and reveals hidden enemy traps.;As an action, see invisible creatures and objects within 90'. The effect lasts for 1 turn, and recharges after 1d4 turns. Invisible objects and creatures are not surprised.;https://wiki.leagueoflegends.com/en-us/images/Oracle%27s_Lens_item.png;While holding this lens, you can use a bonus action to cast the Detect Magic spell. The lens has 3 charges, and it regains 1d3 expended charges daily at dawn. Additionally, when you cast the Detect Magic spell using this lens, you can also choose to cast See Invisibility as part of the same action, consuming one additional charge.;;;;;
Phantom Dancer;ionia;Favored by duelists and those who value agility, the Phantom Dancer is often associated with Ionian martial traditions.;Grants attack speed, critical strike chance, and movement speed. Provides a shield when near death.;The wearer moves with unnatural speed (+2 to initiative). On taking a fatal blow, a spectral shield appears, negating the damage and allowing the wearer to flee (teleport 30'). Usable once per day.;https://wiki.leagueoflegends.com/en-us/images/Phantom_Dancer_item.png;While wearing this vestment, your Dexterity score increases by 2, to a maximum of 22. It also grants you the following benefits: You gain a +2 bonus to AC. When you are hit by an attack, you can use your reaction to become invisible until the end of your next turn. Once used, this property can't be used again until the next dawn. Your movement speed increases by 10 feet. If you move at least 20 feet straight toward a creature and then hit it with a melee weapon attack on the same turn, that target must succeed on a DC 15 Strength saving throw or be knocked prone.;;;;;
Pickaxe;freljord;Dwarven smiths in the Freljord use enchanted pickaxes to mine True Ice, the only substance capable of forging weapons strong enough to kill a god.;Grants additional attack damage, increasing the wielder's damage output.;Upon striking stone, a roll of 1-3 on a d6 results in uncovering a secret passage. A roll of 4-6 causes the stone to crumble, collapsing the tunnel in 1d4 turns.;https://wiki.leagueoflegends.com/en-us/images/Pickaxe_item.png;This magical pickaxe grants a +3 bonus to attack and damage rolls made against objects and structures. When used to mine any metal, the wielder gains advantage on checks made to determine the quality and quantity of the mined ore. Against creatures composed of ice or cold, this pickaxe deals an additional 2d6 fire damage. Once per day, the wielder can cast the 'Shatter' spell (DC 15) centered on a point they can see within 60 feet.;;;;;
Plated Steelcaps;demacia;Favored by Demacian soldiers, these boots offer protection against both physical blows and magical assaults.;Reduces incoming damage from basic attacks and increases armor.;Wearer suffers -2 to reaction rolls from loud clanking. Grants +1 AC against metal weapons and reduces damage from blunt weapons by 1 hp. If wearer is struck by magic, they are 20% likely to ignore it.;https://wiki.leagueoflegends.com/en-us/images/Plated_Steelcaps_item.png;While wearing these boots, you have resistance to bludgeoning, piercing, and slashing damage from nonmagical weapons. In addition, you have advantage on saving throws against being frightened or charmed. As a bonus action, you can stomp the ground, creating a shockwave in a 15-foot radius centered on yourself. Each creature in that area must succeed on a DC 14 Strength saving throw or be knocked prone.;;;;;
Port Pad;bilgewater;Favored by resourceful captains and cunning merchants to quickly redeploy ships and crews, or escape from dangerous waters.;Places a targetable teleport pad. Allies can use it to teleport to other pads after a short channel.;Creates a temporary magical portal. A second pad must be placed for it to function, allowing near instantaneous travel between the two points.;https://wiki.leagueoflegends.com/en-us/images/Port_Pad_item.png;This small, intricately carved pad allows for near-instantaneous teleportation of seagoing vessels. As an action, you can touch the pad to a ship of Large size or smaller. That ship, along with all creatures and objects aboard, instantly teleports to a predetermined location associated with this pad. The destination must be within 500 miles and a known, fixed location you have visited previously. The Port Pad can only be used once per day, and its destination can be changed by performing a 24-hour ritual at the desired new location.;;;;;
Prospector's Ring;shurima;Likely used by early explorers of Shurima, seeking hidden tombs and resources beneath the sands. Perhaps belonging to a member of the Ascended.;Grants bonus gold when near enemy structures. Reveals nearby wards.;User can sense the presence of precious metals and gems within 30', and detect magical wards. Roll Wisdom to locate, failure means a false reading.;https://wiki.leagueoflegends.com/en-us/images/Prospector%27s_Ring_item.png;This ring, crafted from sun-baked gold and etched with ancient Shuriman glyphs, grants its wearer advantage on Wisdom (Survival) checks made to navigate deserts and Wisdom (Perception) checks to locate hidden doors, traps, and passages within ruins and tombs. Additionally, once per day, the wearer can cast the Locate Object spell, requiring no components, to find a specific object made of metal or stone within 1 mile. If the ring belonged to an Ascended, it might possess additional, yet dormant, powers waiting to be unlocked.;;;;;
Rapid Firecannon;ionia;Favored by Ionian archers seeking to strike with precision and speed, enhancing their ranged attacks.;Grants Energized attacks, providing bonus range and magic damage on the next attack.;Once per turn, +5 to hit with ranged weapons. If attack hits, deal +1d6 lightning damage and push target 5ft away.;https://wiki.leagueoflegends.com/en-us/images/Rapid_Firecannon_item.png;This exquisitely crafted longbow hums with latent energy. When you make a ranged attack with this weapon, the bowstring vibrates, enhancing the shot's power. The bow has a +2 bonus to attack and damage rolls. Additionally, as a bonus action, you can focus its energy, causing your next successful ranged attack with it to have its range doubled and deal an extra 2d6 lightning damage.;;;;;
Rejuvenation Potion;ionia;Often found near spirit blossom festivals, rumored to contain essence from the spirit realm enhancing vitality.;Restores health over time. A simple and reliable sustain option.;Drinking restores 1d6 hit points per round for 10 rounds. If undead, suffer 1d4 damage per round for 5 rounds, then must save versus poison or be turned.;https://wiki.leagueoflegends.com/en-us/images/Rejuvenation_Potion_item.png;When you drink this potion, you regain 8d4 hit points. For the next hour, you gain advantage on saving throws against disease and poison, and your exhaustion level, if any, is decreased by one.;;;;;
Remnant of the Aspect;targon;Associated with the Solari, celestial power is imbued within. Grants its user some of this godly strength.;Provides mana regeneration, ability haste, and bonus health to the wielder and nearby allies.;A character with this remnant regenerates MP at double rate, gains +1 AC. Once per day, heal all allies within 30' for 1d8 hit points.;https://wiki.leagueoflegends.com/en-us/images/Remnant_of_the_Aspect_item.png;While holding this amulet, you gain a +2 bonus to Strength and Charisma checks and saving throws. Additionally, you can use a bonus action to call upon the celestial power within, granting you advantage on attack rolls for 1 minute. Once this bonus action is used, it cannot be used again until the next dawn.;;;;;
Reverberation;ionia;Enhances the wearer's spells, perhaps linked to ancient Ionian spirit magic or forgotten techniques.;Periodically deals bonus magic damage to nearby enemies upon dealing ability damage.;Once per turn, after casting a spell, unleash a blast of pure energy. Deals 1d6 force damage to all creatures within 10ft. Save vs. spell or be stunned for 1 round.;https://wiki.leagueoflegends.com/en-us/images/Reverberation_item.png;While wearing this amulet, the first time you cast a spell of 1st level or higher on each of your turns, one target of the spell takes an extra 1d6 thunder damage. This damage increases to 2d6 if the spell requires an attack roll and the attack roll is a critical hit.;;;;;
Rite of Ruin;noxus;Likely crafted by a hemomancer of Noxus, possibly connected to the Black Rose or Vladimir, focusing on blood magic.;Deals magic damage and heals the wielder. Damage increases based on bonus health.;Expend HP to deal arcane damage. Target creature bleeds for 1d4 rounds taking 1hp per round and healing the wielder for that amount.;https://wiki.leagueoflegends.com/en-us/images/Rite_of_Ruin_item.png;"This ancient Noxian scroll contains a powerful ritual of hemomancy. When cast, using a willing or incapacitated creature, you can sacrifice up to 6 hit dice from it. For each hit die sacrificed, you can choose one of the following effects: Restore hit points to yourself equal to the maximum value of the die; Deal necrotic damage to a creature within 60 feet equal to double the maximum value of the die (no attack roll needed, target makes a Constitution saving throw against your spell save DC to halve the damage); Create a blood construct with hit points equal to 5 times the maximum value of the die that obeys your commands for 1 hour; Enhance your weapon attacks with necrotic energy, dealing an extra 1d6 necrotic damage per sacrificed hit die for 1 minute. The scroll is destroyed after use.";;;;;
Runeglaive;ionia;Enchanted blade, imbued with spirit magic. Associated with Ionian monks seeking balance and harmony through martial prowess and arcane study.;Converts basic attack damage into magic damage on hit. Grants mana sustain and AoE magic damage.;On a hit, deal +1d6 magic damage. Regain 1 mana on successful attack. The first foe struck unleashes an arcane pulse dealing 1d4 magic damage to any nearby.;https://wiki.leagueoflegends.com/en-us/images/Magus_item.png;This exquisitely crafted glaive hums with Ionian spirit energy. You gain a +2 bonus to attack and damage rolls made with this magic weapon. Additionally, once per day, as a bonus action, you can imbue the glaive with arcane power for 1 minute. While imbued, the glaive deals an extra 2d6 radiant damage on a hit, and you can use your action to unleash a wave of spirit energy in a 30-foot cone. Each creature in that area must make a DC 16 Dexterity saving throw, taking 8d6 radiant damage on a failed save, or half as much damage on a successful one. Undead and fiends have disadvantage on this saving throw.;;;;;
Runic Compass;freljord;The compass may be related to ancient Freljordian navigation techniques or a relic of a lost tribe, possibly connected with Lissandra.;Grants gold and mana regeneration based on proximity to an ally. Transforms into a different item after earning gold.;While near another, the wielder never lacks for coin or spell. Once enough wealth is gathered the compass leads to a place of power, upgrading the user. Chance of attracting unwanted attention.;https://wiki.leagueoflegends.com/en-us/images/Runic_Compass_item.png;This ancient compass, etched with Freljordian runes, always points towards the nearest source of powerful elemental magic. The compass has 3 charges and regains 1d3 expended charges daily at dawn. As an action, you can expend a charge and ask the compass a question related to finding a specific location or object imbued with elemental power. The compass will then guide you towards the answer for the next hour, granting you advantage on Wisdom (Survival) checks made to track or navigate towards the source. Furthermore, while holding the compass, you are resistant to cold damage and have advantage on saving throws against being lost or disoriented due to magical effects.;;;;;
Salvation;targon;Whispers say it was crafted by an ascetic order devoted to the stars, seeking to emulate celestial benevolence.;Provides a shield to allies who are nearby when you cast your ultimate.;"Once per dawn, touch a grievously wounded ally to grant them temporary invulnerability. The savior suffers half the damage themselves; save versus death or be destroyed.";https://wiki.leagueoflegends.com/en-us/images/Salvation_item.png;;;;;;As an action, you touch a creature at 0 hit points. That creature becomes immune to all damage until the end of your next turn. You take damage equal to half the amount it would have taken (rounded down). If this reduces you to 0 hit points, you must succeed on a DC 15 Constitution saving throw or die instantly.
Scorchclaw Pup;freljord;The pup's fiery claws hint at a connection to the volcanic vents deep within the Freljord. Perhaps it is related to a forgotten fire god.;Deals bonus damage on next attack and applies a slow.;Next melee attack deals +1d6 fire damage and target suffers -2 to DEX saves for 1 round. Save vs. paralysis or be rooted to the spot.;https://wiki.leagueoflegends.com/en-us/images/Scorchclaw_Pup_item.png;;;;;;The next time you hit with a melee weapon attack before the end of your turn, the target takes an extra 1d6 fire damage and has disadvantage on Dexterity saving throws until the end of its next turn. It must also succeed on a Constitution saving throw (DC = 8 + your proficiency bonus + your Strength or Dexterity modifier) or its speed becomes 0 until the end of its next turn.
Seat of Command;noxus;Favored by Noxian admirals and generals, it represents strategic authority and martial strength, often seen in command tents or on flagships.;Grants bonus health, ability haste, and an active effect to boost nearby ally damage.;Once per day, issue a Command. Allies within earshot gain +1 to hit and damage rolls for 1d4 rounds. Undead and constructs are immune.;https://wiki.leagueoflegends.com/en-us/images/Seat_of_Command_item.png;;;;;;As a bonus action, you issue a commanding shout. Each ally within 60 feet who can hear you gains a +1 bonus to attack and damage rolls for 1d4 rounds. Undead and constructs are unaffected.
Serpent's Fang;noxus;Favored by Noxian assassins, its design whispers of a tool crafted to dismantle Demacian battlemages' protective enchantments.;Deals bonus damage to enemy shields. Reduces enemy shield effectiveness for a short duration.;On hit, any magical warding is weakened, negating 2d6 points of protection and making the target easier to curse. May attract the attention of shieldmages.;https://wiki.leagueoflegends.com/en-us/images/Serpent%27s_Fang_item.png;This dagger grants a +2 bonus to attack and damage rolls. On a hit, if the target has a magical shield or barrier active (such as from the Shield spell or a similar effect), that effect is immediately dispelled. Additionally, the target has disadvantage on saving throws against spells for 1 minute.;;;;;
Shattered Armguard;noxus;Forged in Noxus, rumored to have belonged to a disgraced warlord, its magic offers resilience, but at a cost.;Grants ability power and armor, but reduces damage dealt as health decreases.;Wearer gains +2 to AC and +1 to magical attacks. As HP decreases, attacks deal -1 damage per 10% HP lost. Upon reaching 0 HP, the armguard shatters, dealing 1d6 magical damage to all within 5ft.;https://wiki.leagueoflegends.com/en-us/images/Shattered_Armguard_item.png;While wearing this armguard, you gain a +2 bonus to AC and advantage on saving throws against being charmed or frightened. However, at the end of each long rest, you must succeed on a DC 15 Wisdom saving throw or gain one level of exhaustion. This item is cursed, and becoming attuned to it extends the curse to you. As long as you remain cursed, you are unwilling to part with the armguard.;;;;;
Shurelya's Requiem;targon;Said to amplify the will of the wielder, Shurelya's Requiem is rumored to originate from the Solari during a time of great need.;Grants movement speed and empowers allies with bonus damage on their attacks for a short duration.;Blast the Requiem. Allies within 30' move with haste, attacks deal +1 damage. Save vs. Spells or be stunned for 1 round after the effect ends due to psychic overload.;https://wiki.leagueoflegends.com/en-us/images/Shurelya%27s_Requiem_item.png;While holding this amulet, you can use an action to grant yourself and all allies within 30 feet a burst of speed. For the next minute, each affected creature's movement speed is doubled, and they gain advantage on Dexterity saving throws. Once used, this property of the amulet cannot be used again until the next dawn. Additionally, while attuned to this amulet, you gain advantage on Wisdom saving throws.;;;;;
Sightstone;targon;Forged atop Mount Targon, Sightstones are imbued with celestial energy, granting vision where the mortal eye cannot perceive.;Periodically grants wards to place on the map, providing vision in a designated area for a limited time.;"Functions as a spyglass revealing hidden threats and secret passages. User can cast 'clairvoyance' once per day; revealing a distant location on the map to the party, or can cast 'detect invisible' in a 30' radius. ";https://wiki.leagueoflegends.com/en-us/images/Sightstone_item.png;This smooth, milky stone pulses with a faint, inner light. While holding the Sightstone, you can cast the 'Detect Magic' spell at will, and you gain advantage on Wisdom (Perception) checks relying on sight within 30 feet. As an action, you can expend a charge (recharges 1d4-1 charges at dawn) to cast the 'Clairvoyance' spell, requiring no material components. The stone emits dim light in a 5-foot radius while in use.;;;;;
Slightly Magical Boots;ionia;Whispers say a hedge wizard in Ionia enchants boots for nimble students, granting bursts of speed. Perhaps a connection to the Kinkou Order?;Slightly increased movement speed. Reduces the cost of upgraded boots.;Wearer moves +10' per round. On a DEX save of 11+, boots reduce material cost of magical upgrades by 25% due to inherent enchantment.;https://wiki.leagueoflegends.com/en-us/images/Slightly_Magical_Boots_item.png;While wearing these supple leather boots, your walking speed increases by 5 feet. Once per short rest, as a bonus action, you can activate the boots to double your walking speed until the end of your turn. If you move at least 20 feet in a straight line using this doubled speed, you can make one melee weapon attack with advantage against a creature within range at the end of your movement.;;;;;
Soul Anchor;shadow isles;Bound to restless spirits, it echoes the Shadow Isles' sorrow, perhaps linked to the Ruination or lost souls seeking solace.;Periodically grants a shield when near allies taking damage, then heals based on damage prevented.;Grants ephemeral protection to nearby allies, siphoning their injuries. Upon shield break, the wielder is revitalized by the transferred life force. Save versus Death at zero HP or become a shade.;https://wiki.leagueoflegends.com/en-us/images/Soul_Anchor_item.png;This heavy, iron anchor radiates a chilling aura. While holding it, you have advantage on saving throws against being charmed or frightened. As an action, you can slam the Soul Anchor into the ground. For the next minute, all undead creatures within 30 feet of the anchor have disadvantage on attack rolls and must succeed on a DC 15 Wisdom saving throw to move more than 10 feet away from the anchor on their turn. Once this property is used, it cannot be used again until the next dawn.;;;;;
Spectral Sickle;shadow isles;Associated with restless spirits and the magic of the Shadow Isles, potentially used to siphon life force or manipulate spectral energies.;Grants gold and vision when damaging enemy champions. Transforms into Harrowing Crescent upon quest completion.;Upon striking a foe, the wielder leeches 1d4 HP, granting temporary sight beyond the veil. Upon leeching a total of 100 HP, it becomes the Harrowing Crescent, permanently granting the ability to see invisible foes.;https://wiki.leagueoflegends.com/en-us/images/Spectral_Sickle_item.png;This sickle, when wielded against an undead creature, deals an extra 2d6 necrotic damage. Additionally, once per long rest, when you reduce a creature to 0 hit points with this sickle, you can choose to trap its soul. The creature cannot be resurrected except by a wish spell or similar magic, and you gain advantage on one attack roll, ability check, or saving throw within the next hour.;;;;;
Spellthief's Edge;freljord;Favored by those who siphon power from the weak, it may be associated with Lisandra's frostguard, or potentially even a tribe using dark ice.;Grants bonus damage and gold on damaging spells and attacks against enemy champions. Disables gold generation when excessive CSing occurs.;Upon striking a foe, siphon their life force, gaining temporary vigor (+1 to hit) and wealth (1d6 cp). If you attack a minion or other creature beneath your notice, the edge dulls, and the effect ceases for 1 turn.;https://wiki.leagueoflegends.com/en-us/images/Spellthief%27s_Edge_item.png;While holding this dagger, whenever you cast a spell that deals damage, you can choose one creature damaged by the spell to suffer disadvantage on the next saving throw it makes against a spell you cast before the end of your next turn. Once you use this ability, you can't use it again until the start of your next turn. Additionally, you gain a +1 bonus to spell attack rolls and spell save DC.;;;;;
Spirit Visage;ionia;Associated with ancient Ionian monasteries, enhancing spiritual resilience and healing practices. Monks often use it to meditate and enhance their natural Ki.;Increases magic resist, health, and healing received. Boosts regeneration and shield effectiveness.;Wearer gains +2 on saves versus spells and doubles HP restored from any magical or medicinal source. Additionally, grants a +1 bonus to Wisdom checks related to healing or spiritual insight.;https://wiki.leagueoflegends.com/en-us/images/Spirit_Visage_item.png;While wearing this mask, you have resistance to necrotic damage and you gain advantage on saving throws against being charmed or frightened. Additionally, whenever you regain hit points from a spell or magical effect, you regain additional hit points equal to 1d6. This bonus increases to 2d6 if you are in your own plane of existence.;;;;;
Stark's Fervor;noxus;Associated with the now-defunct Stark family of Noxus, known for their brutal efficiency in warfare and their fervor in battle.;Aura grants attack speed and lifesteal to nearby allies, while reducing the armor of enemies.;Confers +1 to hit and damage rolls to allies within 30'. Enemies within range suffer -1 to AC. Bearer tests Will each round to avoid berserker rage (disadvantage on further Will saves).;https://wiki.leagueoflegends.com/en-us/images/Stark%27s_Fervor_item.png;This Noxian warhammer was forged for the Stark family. While wielding this hammer, you gain a +3 bonus to attack and damage rolls. In addition, when you score a critical hit with this weapon, the target must succeed on a DC 17 Constitution saving throw or become stunned until the end of your next turn. Once per long rest, as a bonus action, you can unleash a wave of raw aggression, granting yourself advantage on all attack rolls until the end of your next turn and enemies within 30 feet of you must succeed on a DC 17 Wisdom saving throw or become frightened of you until the end of your next turn.;;;;;
Stealth Ward;ionia;Favored by Ionian monks and scouts, stealth wards allow for observation and protection.;Grants temporary vision of an area. Invisible to enemies.;Casts 'Eye of the Hidden Path.' Range: 120'. Duration: 1 Turn. Undetectable by normal means. Reveals creatures/objects within a 30' radius.;https://wiki.leagueoflegends.com/en-us/images/Stealth_Ward_item.png;"This small, intricately carved stone can be planted as an action. When placed on the ground, the Stealth Ward becomes invisible and lasts for 8 hours or until destroyed. Any creature that comes within 10 feet of the ward must succeed on a DC 13 Wisdom (Perception) check to notice it. If a creature fails this check, the ward silently alerts you to their presence, provided you are within 1 mile of the ward, and it immediately disappears. You can have a maximum of three active Stealth Wards at any given time; placing a fourth causes the oldest one to crumble into dust.";;;;;
Stormsurge;targon;Whispers claim it channels celestial storms, favored by Aspect hosts seeking to overwhelm mortal foes. Connections to the Solari are suspected.;Grants bonus magic damage on hit, and if the target dies you gain move speed.;Upon striking true, inflict an additional 1d6 lightning damage. If the target is slain, move an additional 1d4 hexes this turn. If wielder has Celestial blood, double damage and movement.;https://wiki.leagueoflegends.com/en-us/images/Stormsurge_item.png;This Targon-forged staff crackles with celestial energy. You gain a +3 bonus to spell attack rolls and spell save DC. Once per day, as an action, you can cast Chain Lightning (8th level) without expending a spell slot. After casting Chain Lightning in this way, roll a d6. On a 1, the staff loses its magic and becomes a nonmagical quarterstaff.;;;;;
Sundered Sky;targon;Forged with celestial energies, it might be tied to the Aspect of Twilight or constellations influencing fate. Champions who seek to fight gods would use it.;First attack after casting a spell crits, heals, and grants bonus armor penetration.;Guaranteed hit! Target takes double damage and must save versus CON or be stunned for 1 round. User heals 1d8 HP and gains +2 AC for 3 rounds.;https://wiki.leagueoflegends.com/en-us/images/Sundered_Sky_item.png;This legendary greatsword hums with celestial energy. Once per day, when you hit a creature with an attack using this weapon, you can choose to deal an extra 6d8 radiant damage to the target. The next attack roll made against the target before the end of your next turn has advantage.;;;;;
Syzygy;targon;Said to be forged from the light of a collapsing star. Prized by the Solari for its celestial power and connection to the Aspects.;Grants bonus attack damage, attack speed and magic resist, increasing with consecutive attacks on champions.;Wielder gains +1 to hit and damage. On a successful attack, roll 1d6. On a 6, gain advantage on saving throws vs. spells and abilities for 1 round.;https://wiki.leagueoflegends.com/en-us/images/Syzygy_item.png;This radiant longsword pulses with starlight. You gain a +2 bonus to attack and damage rolls made with this magic weapon. As an action, you can unleash a burst of celestial energy, forcing each creature within 15 feet of you to make a DC 17 Constitution saving throw. On a failed save, a creature takes 4d6 radiant damage and is blinded until the end of its next turn. On a successful save, the creature takes half as much damage and isn't blinded. Once this property is used, it can't be used again until the next dawn.;;;;;
The Brutalizer;noxus;Favored by Noxian gladiators, the Brutalizer is a barbaric tool used to break down opponents. Said to have been forged in the Immortal Bastion's shadow.;Grants attack damage and armor penetration, enhancing physical damage output against armored foes.;Weapon deals +1d4 damage, ignores up to 2 points of AC from armor. On a critical hit, target's AC is permanently reduced by 1 (cumulative).;https://wiki.leagueoflegends.com/en-us/images/The_Brutalizer_item.png;This menacing battleaxe thirsts for violence. You gain a +1 bonus to attack and damage rolls made with this magic weapon. When you hit a creature with this axe, the target must succeed on a DC 15 Constitution saving throw or have disadvantage on the next attack roll it makes before the end of its next turn. Additionally, you gain a +2 bonus to Intimidation checks while you wield this weapon.;;;;;
